"No.","Time","Source","Destination","Protocol","Length","Info"
"1871","17.513202","1.1.1","host","USB","31","URB_INTERRUPT in"
"1872","17.513259","host","1.1.1","USB","27","URB_INTERRUPT in"
"1873","17.521098","1.1.1","host","USB","31","URB_INTERRUPT in"
"1874","17.521153","host","1.1.1","USB","27","URB_INTERRUPT in"
"1875","17.529104","1.1.1","host","USB","31","URB_INTERRUPT in"
"1876","17.529223","host","1.1.1","USB","27","URB_INTERRUPT in"
"1877","17.537137","1.1.1","host","USB","31","URB_INTERRUPT in"
"1878","17.537265","host","1.1.1","USB","27","URB_INTERRUPT in"
"1879","17.545155","1.1.1","host","USB","31","URB_INTERRUPT in"
"1880","17.545193","host","1.1.1","USB","27","URB_INTERRUPT in"
"1881","17.553161","1.1.1","host","USB","31","URB_INTERRUPT in"
"1882","17.553272","host","1.1.1","USB","27","URB_INTERRUPT in"
"1883","17.561265","1.1.1","host","USB","31","URB_INTERRUPT in"
"1884","17.561310","host","1.1.1","USB","27","URB_INTERRUPT in"
"1885","17.577616","1.1.1","host","USB","31","URB_INTERRUPT in"
"1886","17.577662","host","1.1.1","USB","27","URB_INTERRUPT in"
"1887","17.593163","1.1.1","host","USB","31","URB_INTERRUPT in"
"1888","17.593215","host","1.1.1","USB","27","URB_INTERRUPT in"
"1889","17.601614","1.1.1","host","USB","31","URB_INTERRUPT in"
"1890","17.601663","host","1.1.1","USB","27","URB_INTERRUPT in"
"1891","17.617622","1.1.1","host","USB","31","URB_INTERRUPT in"
"1892","17.617682","host","1.1.1","USB","27","URB_INTERRUPT in"
"1893","17.657193","1.1.1","host","USB","31","URB_INTERRUPT in"
"1894","17.657253","host","1.1.1","USB","27","URB_INTERRUPT in"
"1895","17.665095","1.1.1","host","USB","31","URB_INTERRUPT in"
"1896","17.665152","host","1.1.1","USB","27","URB_INTERRUPT in"
"1897","17.681093","1.1.1","host","USB","31","URB_INTERRUPT in"
"1898","17.681223","host","1.1.1","USB","27","URB_INTERRUPT in"
"1899","17.689258","1.1.1","host","USB","31","URB_INTERRUPT in"
"1900","17.689321","host","1.1.1","USB","27","URB_INTERRUPT in"
"1901","17.697622","1.1.1","host","USB","31","URB_INTERRUPT in"
"1902","17.697666","host","1.1.1","USB","27","URB_INTERRUPT in"
"1903","17.705612","1.1.1","host","USB","31","URB_INTERRUPT in"
"1904","17.705659","host","1.1.1","USB","27","URB_INTERRUPT in"
"1905","17.713134","1.1.1","host","USB","31","URB_INTERRUPT in"
"1906","17.713176","host","1.1.1","USB","27","URB_INTERRUPT in"
"1907","17.809620","1.1.1","host","USB","31","URB_INTERRUPT in"
"1908","17.809685","host","1.1.1","USB","27","URB_INTERRUPT in"
"1909","17.897239","1.1.1","host","USB","31","URB_INTERRUPT in"
"1910","17.897297","host","1.1.1","USB","27","URB_INTERRUPT in"
"1911","17.985100","1.1.1","host","USB","31","URB_INTERRUPT in"
"1912","17.985205","host","1.1.1","USB","27","URB_INTERRUPT in"
"1913","18.017105","1.1.1","host","USB","31","URB_INTERRUPT in"
"1914","18.017158","host","1.1.1","USB","27","URB_INTERRUPT in"
"1915","18.041079","1.1.1","host","USB","31","URB_INTERRUPT in"
"1916","18.041119","host","1.1.1","USB","27","URB_INTERRUPT in"
"1917","18.073088","1.1.1","host","USB","31","URB_INTERRUPT in"
"1918","18.073173","host","1.1.1","USB","27","URB_INTERRUPT in"
"1919","18.081083","1.1.1","host","USB","31","URB_INTERRUPT in"
"1920","18.081132","host","1.1.1","USB","27","URB_INTERRUPT in"
"1921","18.097101","1.1.1","host","USB","31","URB_INTERRUPT in"
"1922","18.097135","host","1.1.1","USB","27","URB_INTERRUPT in"
"1923","18.105109","1.1.1","host","USB","31","URB_INTERRUPT in"
"1924","18.105153","host","1.1.1","USB","27","URB_INTERRUPT in"
"1925","18.113104","1.1.1","host","USB","31","URB_INTERRUPT in"
"1926","18.113142","host","1.1.1","USB","27","URB_INTERRUPT in"
"1927","18.121106","1.1.1","host","USB","31","URB_INTERRUPT in"
"1928","18.121154","host","1.1.1","USB","27","URB_INTERRUPT in"
"1929","18.129178","1.1.1","host","USB","31","URB_INTERRUPT in"
"1930","18.129239","host","1.1.1","USB","27","URB_INTERRUPT in"
"1931","18.137162","1.1.1","host","USB","31","URB_INTERRUPT in"
"1932","18.137244","host","1.1.1","USB","27","URB_INTERRUPT in"
"1933","18.145089","1.1.1","host","USB","31","URB_INTERRUPT in"
"1934","18.145181","host","1.1.1","USB","27","URB_INTERRUPT in"
"1935","18.153103","1.1.1","host","USB","31","URB_INTERRUPT in"
"1936","18.153176","host","1.1.1","USB","27","URB_INTERRUPT in"
"1937","18.161114","1.1.1","host","USB","31","URB_INTERRUPT in"
"1938","18.161184","host","1.1.1","USB","27","URB_INTERRUPT in"
"1939","18.169083","1.1.1","host","USB","31","URB_INTERRUPT in"
"1940","18.169144","host","1.1.1","USB","27","URB_INTERRUPT in"
"1941","18.177089","1.1.1","host","USB","31","URB_INTERRUPT in"
"1942","18.177194","host","1.1.1","USB","27","URB_INTERRUPT in"
"1943","18.185269","1.1.1","host","USB","31","URB_INTERRUPT in"
"1944","18.185329","host","1.1.1","USB","27","URB_INTERRUPT in"
"1945","18.193085","1.1.1","host","USB","31","URB_INTERRUPT in"
"1946","18.193145","host","1.1.1","USB","27","URB_INTERRUPT in"
"1947","18.201185","1.1.1","host","USB","31","URB_INTERRUPT in"
"1948","18.201255","host","1.1.1","USB","27","URB_INTERRUPT in"
"1949","18.217258","1.1.1","host","USB","31","URB_INTERRUPT in"
"1950","18.217320","host","1.1.1","USB","27","URB_INTERRUPT in"
"1951","18.225111","1.1.1","host","USB","31","URB_INTERRUPT in"
"1952","18.225172","host","1.1.1","USB","27","URB_INTERRUPT in"
"1953","18.241207","1.1.1","host","USB","31","URB_INTERRUPT in"
"1954","18.241268","host","1.1.1","USB","27","URB_INTERRUPT in"
"1955","18.265624","1.1.1","host","USB","31","URB_INTERRUPT in"
"1956","18.265684","host","1.1.1","USB","27","URB_INTERRUPT in"
"1957","18.281195","1.1.1","host","USB","31","URB_INTERRUPT in"
"1958","18.281312","host","1.1.1","USB","27","URB_INTERRUPT in"
"1959","18.289190","1.1.1","host","USB","31","URB_INTERRUPT in"
"1960","18.289687","host","1.1.1","USB","27","URB_INTERRUPT in"
"1961","18.297169","1.1.1","host","USB","31","URB_INTERRUPT in"
"1962","18.297227","host","1.1.1","USB","27","URB_INTERRUPT in"
"1963","18.305193","1.1.1","host","USB","31","URB_INTERRUPT in"
"1964","18.305294","host","1.1.1","USB","27","URB_INTERRUPT in"
"1965","18.313189","1.1.1","host","USB","31","URB_INTERRUPT in"
"1966","18.313249","host","1.1.1","USB","27","URB_INTERRUPT in"
"1967","18.321105","1.1.1","host","USB","31","URB_INTERRUPT in"
"1968","18.321172","host","1.1.1","USB","27","URB_INTERRUPT in"
"1969","18.329622","1.1.1","host","USB","31","URB_INTERRUPT in"
"1970","18.329685","host","1.1.1","USB","27","URB_INTERRUPT in"
"1971","18.337099","1.1.1","host","USB","31","URB_INTERRUPT in"
"1972","18.337157","host","1.1.1","USB","27","URB_INTERRUPT in"
"1973","18.345233","1.1.1","host","USB","31","URB_INTERRUPT in"
"1974","18.345319","host","1.1.1","USB","27","URB_INTERRUPT in"
"1975","18.353098","1.1.1","host","USB","31","URB_INTERRUPT in"
"1976","18.353173","host","1.1.1","USB","27","URB_INTERRUPT in"
"1977","18.361100","1.1.1","host","USB","31","URB_INTERRUPT in"
"1978","18.361228","host","1.1.1","USB","27","URB_INTERRUPT in"
"1979","18.369116","1.1.1","host","USB","31","URB_INTERRUPT in"
"1980","18.369187","host","1.1.1","USB","27","URB_INTERRUPT in"
"1981","18.377181","1.1.1","host","USB","31","URB_INTERRUPT in"
"1982","18.377227","host","1.1.1","USB","27","URB_INTERRUPT in"
"1983","18.385627","1.1.1","host","USB","31","URB_INTERRUPT in"
"1984","18.385694","host","1.1.1","USB","27","URB_INTERRUPT in"
"1985","18.393106","1.1.1","host","USB","31","URB_INTERRUPT in"
"1986","18.393330","host","1.1.1","USB","27","URB_INTERRUPT in"
"1987","18.401472","1.1.1","host","USB","31","URB_INTERRUPT in"
"1988","18.401564","host","1.1.1","USB","27","URB_INTERRUPT in"
"1989","18.409187","1.1.1","host","USB","31","URB_INTERRUPT in"
"1990","18.409423","host","1.1.1","USB","27","URB_INTERRUPT in"
"1991","18.417234","1.1.1","host","USB","31","URB_INTERRUPT in"
"1992","18.417284","host","1.1.1","USB","27","URB_INTERRUPT in"
"1993","18.425099","1.1.1","host","USB","31","URB_INTERRUPT in"
"1994","18.425163","host","1.1.1","USB","27","URB_INTERRUPT in"
"1995","18.441108","1.1.1","host","USB","31","URB_INTERRUPT in"
"1996","18.441197","host","1.1.1","USB","27","URB_INTERRUPT in"
"1997","18.465116","1.1.1","host","USB","31","URB_INTERRUPT in"
"1998","18.465213","host","1.1.1","USB","27","URB_INTERRUPT in"
"1999","18.473097","1.1.1","host","USB","31","URB_INTERRUPT in"
"2000","18.473171","host","1.1.1","USB","27","URB_INTERRUPT in"
"2001","18.481171","1.1.1","host","USB","31","URB_INTERRUPT in"
"2002","18.481218","host","1.1.1","USB","27","URB_INTERRUPT in"
"2003","18.489142","1.1.1","host","USB","31","URB_INTERRUPT in"
"2004","18.489288","host","1.1.1","USB","27","URB_INTERRUPT in"
"2005","18.497102","1.1.1","host","USB","31","URB_INTERRUPT in"
"2006","18.497162","host","1.1.1","USB","27","URB_INTERRUPT in"
"2007","18.505321","1.1.1","host","USB","31","URB_INTERRUPT in"
"2008","18.505688","host","1.1.1","USB","27","URB_INTERRUPT in"
"2009","18.513125","1.1.1","host","USB","31","URB_INTERRUPT in"
"2010","18.513173","host","1.1.1","USB","27","URB_INTERRUPT in"
"2011","18.521102","1.1.1","host","USB","31","URB_INTERRUPT in"
"2012","18.521285","host","1.1.1","USB","27","URB_INTERRUPT in"
"2013","18.529615","1.1.1","host","USB","31","URB_INTERRUPT in"
"2014","18.529677","host","1.1.1","USB","27","URB_INTERRUPT in"
"2015","18.537100","1.1.1","host","USB","31","URB_INTERRUPT in"
"2016","18.537152","host","1.1.1","USB","27","URB_INTERRUPT in"
"2017","18.545080","1.1.1","host","USB","31","URB_INTERRUPT in"
"2018","18.545120","host","1.1.1","USB","27","URB_INTERRUPT in"
"2019","18.553097","1.1.1","host","USB","31","URB_INTERRUPT in"
"2020","18.553147","host","1.1.1","USB","27","URB_INTERRUPT in"
"2021","18.561216","1.1.1","host","USB","31","URB_INTERRUPT in"
"2022","18.561254","host","1.1.1","USB","27","URB_INTERRUPT in"
"2023","18.569091","1.1.1","host","USB","31","URB_INTERRUPT in"
"2024","18.569149","host","1.1.1","USB","27","URB_INTERRUPT in"
"2025","18.577183","1.1.1","host","USB","31","URB_INTERRUPT in"
"2026","18.577248","host","1.1.1","USB","27","URB_INTERRUPT in"
"2027","18.585626","1.1.1","host","USB","31","URB_INTERRUPT in"
"2028","18.585699","host","1.1.1","USB","27","URB_INTERRUPT in"
"2029","18.593268","1.1.1","host","USB","31","URB_INTERRUPT in"
"2030","18.593405","host","1.1.1","USB","27","URB_INTERRUPT in"
"2031","18.601617","1.1.1","host","USB","31","URB_INTERRUPT in"
"2032","18.601658","host","1.1.1","USB","27","URB_INTERRUPT in"
"2033","18.609178","1.1.1","host","USB","31","URB_INTERRUPT in"
"2034","18.609289","host","1.1.1","USB","27","URB_INTERRUPT in"
"2035","18.617331","1.1.1","host","USB","31","URB_INTERRUPT in"
"2036","18.617374","host","1.1.1","USB","27","URB_INTERRUPT in"
"2037","18.625130","1.1.1","host","USB","31","URB_INTERRUPT in"
"2038","18.625178","host","1.1.1","USB","27","URB_INTERRUPT in"
"2039","18.633333","1.1.1","host","USB","31","URB_INTERRUPT in"
"2040","18.633388","host","1.1.1","USB","27","URB_INTERRUPT in"
"2041","18.641153","1.1.1","host","USB","31","URB_INTERRUPT in"
"2042","18.641200","host","1.1.1","USB","27","URB_INTERRUPT in"
"2043","18.649622","1.1.1","host","USB","31","URB_INTERRUPT in"
"2044","18.649665","host","1.1.1","USB","27","URB_INTERRUPT in"
"2045","18.657101","1.1.1","host","USB","31","URB_INTERRUPT in"
"2046","18.657165","host","1.1.1","USB","27","URB_INTERRUPT in"
"2047","18.665622","1.1.1","host","USB","31","URB_INTERRUPT in"
"2048","18.665666","host","1.1.1","USB","27","URB_INTERRUPT in"
"2049","18.673121","1.1.1","host","USB","31","URB_INTERRUPT in"
"2050","18.673217","host","1.1.1","USB","27","URB_INTERRUPT in"
"2051","18.681428","1.1.1","host","USB","31","URB_INTERRUPT in"
"2052","18.681472","host","1.1.1","USB","27","URB_INTERRUPT in"
"2053","18.689324","1.1.1","host","USB","31","URB_INTERRUPT in"
"2054","18.689536","host","1.1.1","USB","27","URB_INTERRUPT in"
"2055","18.697240","1.1.1","host","USB","31","URB_INTERRUPT in"
"2056","18.697281","host","1.1.1","USB","27","URB_INTERRUPT in"
"2057","18.705325","1.1.1","host","USB","31","URB_INTERRUPT in"
"2058","18.705708","host","1.1.1","USB","27","URB_INTERRUPT in"
"2059","18.713097","1.1.1","host","USB","31","URB_INTERRUPT in"
"2060","18.713169","host","1.1.1","USB","27","URB_INTERRUPT in"
"2061","18.721298","1.1.1","host","USB","31","URB_INTERRUPT in"
"2062","18.721407","host","1.1.1","USB","27","URB_INTERRUPT in"
"2063","18.729127","1.1.1","host","USB","31","URB_INTERRUPT in"
"2064","18.729194","host","1.1.1","USB","27","URB_INTERRUPT in"
"2065","18.737183","1.1.1","host","USB","31","URB_INTERRUPT in"
"2066","18.737542","host","1.1.1","USB","27","URB_INTERRUPT in"
"2067","18.745128","1.1.1","host","USB","31","URB_INTERRUPT in"
"2068","18.745177","host","1.1.1","USB","27","URB_INTERRUPT in"
"2069","18.753078","1.1.1","host","USB","31","URB_INTERRUPT in"
"2070","18.753129","host","1.1.1","USB","27","URB_INTERRUPT in"
"2071","18.761257","1.1.1","host","USB","31","URB_INTERRUPT in"
"2072","18.761295","host","1.1.1","USB","27","URB_INTERRUPT in"
"2073","18.769164","1.1.1","host","USB","31","URB_INTERRUPT in"
"2074","18.769453","host","1.1.1","USB","27","URB_INTERRUPT in"
"2075","18.777126","1.1.1","host","USB","31","URB_INTERRUPT in"
"2076","18.777179","host","1.1.1","USB","27","URB_INTERRUPT in"
"2077","18.785154","1.1.1","host","USB","31","URB_INTERRUPT in"
"2078","18.785215","host","1.1.1","USB","27","URB_INTERRUPT in"
"2079","18.793085","1.1.1","host","USB","31","URB_INTERRUPT in"
"2080","18.793150","host","1.1.1","USB","27","URB_INTERRUPT in"
"2081","18.801272","1.1.1","host","USB","31","URB_INTERRUPT in"
"2082","18.801326","host","1.1.1","USB","27","URB_INTERRUPT in"
"2083","18.809081","1.1.1","host","USB","31","URB_INTERRUPT in"
"2084","18.809127","host","1.1.1","USB","27","URB_INTERRUPT in"
"2085","18.817203","1.1.1","host","USB","31","URB_INTERRUPT in"
"2086","18.817479","host","1.1.1","USB","27","URB_INTERRUPT in"
"2087","18.825091","1.1.1","host","USB","31","URB_INTERRUPT in"
"2088","18.825153","host","1.1.1","USB","27","URB_INTERRUPT in"
"2089","18.833152","1.1.1","host","USB","31","URB_INTERRUPT in"
"2090","18.833188","host","1.1.1","USB","27","URB_INTERRUPT in"
"2091","18.841167","1.1.1","host","USB","31","URB_INTERRUPT in"
"2092","18.841214","host","1.1.1","USB","27","URB_INTERRUPT in"
"2093","18.849179","1.1.1","host","USB","31","URB_INTERRUPT in"
"2094","18.849223","host","1.1.1","USB","27","URB_INTERRUPT in"
"2095","18.857146","1.1.1","host","USB","31","URB_INTERRUPT in"
"2096","18.857199","host","1.1.1","USB","27","URB_INTERRUPT in"
"2097","18.865163","1.1.1","host","USB","31","URB_INTERRUPT in"
"2098","18.865203","host","1.1.1","USB","27","URB_INTERRUPT in"
"2099","18.873146","1.1.1","host","USB","31","URB_INTERRUPT in"
"2100","18.873238","host","1.1.1","USB","27","URB_INTERRUPT in"
"2101","18.881161","1.1.1","host","USB","31","URB_INTERRUPT in"
"2102","18.881204","host","1.1.1","USB","27","URB_INTERRUPT in"
"2103","18.889227","1.1.1","host","USB","31","URB_INTERRUPT in"
"2104","18.889419","host","1.1.1","USB","27","URB_INTERRUPT in"
"2105","18.897165","1.1.1","host","USB","31","URB_INTERRUPT in"
"2106","18.897221","host","1.1.1","USB","27","URB_INTERRUPT in"
"2107","18.905134","1.1.1","host","USB","31","URB_INTERRUPT in"
"2108","18.905386","host","1.1.1","USB","27","URB_INTERRUPT in"
"2109","18.913106","1.1.1","host","USB","31","URB_INTERRUPT in"
"2110","18.913213","host","1.1.1","USB","27","URB_INTERRUPT in"
"2111","18.921155","1.1.1","host","USB","31","URB_INTERRUPT in"
"2112","18.921277","host","1.1.1","USB","27","URB_INTERRUPT in"
"2113","18.929098","1.1.1","host","USB","31","URB_INTERRUPT in"
"2114","18.929142","host","1.1.1","USB","27","URB_INTERRUPT in"
"2115","18.937138","1.1.1","host","USB","31","URB_INTERRUPT in"
"2116","18.937191","host","1.1.1","USB","27","URB_INTERRUPT in"
"2117","18.969102","1.1.1","host","USB","31","URB_INTERRUPT in"
"2118","18.969183","host","1.1.1","USB","27","URB_INTERRUPT in"
"2119","19.105105","1.1.1","host","USB","31","URB_INTERRUPT in"
"2120","19.105194","host","1.1.1","USB","27","URB_INTERRUPT in"
"2121","19.161097","1.1.1","host","USB","31","URB_INTERRUPT in"
"2122","19.161186","host","1.1.1","USB","27","URB_INTERRUPT in"
"2123","19.881091","1.1.1","host","USB","31","URB_INTERRUPT in"
"2124","19.881140","host","1.1.1","USB","27","URB_INTERRUPT in"
"2125","19.889226","1.1.1","host","USB","31","URB_INTERRUPT in"
"2126","19.889571","host","1.1.1","USB","27","URB_INTERRUPT in"
"2127","19.897527","1.1.1","host","USB","31","URB_INTERRUPT in"
"2128","19.897567","host","1.1.1","USB","27","URB_INTERRUPT in"
"2129","19.905236","1.1.1","host","USB","31","URB_INTERRUPT in"
"2130","19.905383","host","1.1.1","USB","27","URB_INTERRUPT in"
"2131","19.913184","1.1.1","host","USB","31","URB_INTERRUPT in"
"2132","19.913227","host","1.1.1","USB","27","URB_INTERRUPT in"
"2133","19.921224","1.1.1","host","USB","31","URB_INTERRUPT in"
"2134","19.921385","host","1.1.1","USB","27","URB_INTERRUPT in"
"2135","19.929258","1.1.1","host","USB","31","URB_INTERRUPT in"
"2136","19.929300","host","1.1.1","USB","27","URB_INTERRUPT in"
"2137","19.937189","1.1.1","host","USB","31","URB_INTERRUPT in"
"2138","19.937360","host","1.1.1","USB","27","URB_INTERRUPT in"
"2139","19.945278","1.1.1","host","USB","31","URB_INTERRUPT in"
"2140","19.945321","host","1.1.1","USB","27","URB_INTERRUPT in"
"2141","19.953078","1.1.1","host","USB","31","URB_INTERRUPT in"
"2142","19.953196","host","1.1.1","USB","27","URB_INTERRUPT in"
"2143","19.961185","1.1.1","host","USB","31","URB_INTERRUPT in"
"2144","19.961224","host","1.1.1","USB","27","URB_INTERRUPT in"
"2145","19.969138","1.1.1","host","USB","31","URB_INTERRUPT in"
"2146","19.969188","host","1.1.1","USB","27","URB_INTERRUPT in"
"2147","19.977166","1.1.1","host","USB","31","URB_INTERRUPT in"
"2148","19.977216","host","1.1.1","USB","27","URB_INTERRUPT in"
"2149","19.985193","1.1.1","host","USB","31","URB_INTERRUPT in"
"2150","19.985252","host","1.1.1","USB","27","URB_INTERRUPT in"
"2151","19.993151","1.1.1","host","USB","31","URB_INTERRUPT in"
"2152","19.993246","host","1.1.1","USB","27","URB_INTERRUPT in"
"2153","20.001283","1.1.1","host","USB","31","URB_INTERRUPT in"
"2154","20.001327","host","1.1.1","USB","27","URB_INTERRUPT in"
"2155","20.009171","1.1.1","host","USB","31","URB_INTERRUPT in"
"2156","20.009216","host","1.1.1","USB","27","URB_INTERRUPT in"
"2157","20.017151","1.1.1","host","USB","31","URB_INTERRUPT in"
"2158","20.017192","host","1.1.1","USB","27","URB_INTERRUPT in"
"2159","20.025170","1.1.1","host","USB","31","URB_INTERRUPT in"
"2160","20.025236","host","1.1.1","USB","27","URB_INTERRUPT in"
"2161","20.041170","1.1.1","host","USB","31","URB_INTERRUPT in"
"2162","20.041212","host","1.1.1","USB","27","URB_INTERRUPT in"
"2163","20.081385","1.1.1","host","USB","31","URB_INTERRUPT in"
"2164","20.081667","host","1.1.1","USB","27","URB_INTERRUPT in"
"2165","20.145184","1.1.1","host","USB","31","URB_INTERRUPT in"
"2166","20.145218","host","1.1.1","USB","27","URB_INTERRUPT in"
"2167","20.161119","1.1.1","host","USB","31","URB_INTERRUPT in"
"2168","20.161198","host","1.1.1","USB","27","URB_INTERRUPT in"
"2169","20.169107","1.1.1","host","USB","31","URB_INTERRUPT in"
"2170","20.169174","host","1.1.1","USB","27","URB_INTERRUPT in"
"2171","20.185100","1.1.1","host","USB","31","URB_INTERRUPT in"
"2172","20.185181","host","1.1.1","USB","27","URB_INTERRUPT in"
"2173","20.193151","1.1.1","host","USB","31","URB_INTERRUPT in"
"2174","20.193190","host","1.1.1","USB","27","URB_INTERRUPT in"
"2175","20.201197","1.1.1","host","USB","31","URB_INTERRUPT in"
"2176","20.201235","host","1.1.1","USB","27","URB_INTERRUPT in"
"2177","20.217269","1.1.1","host","USB","31","URB_INTERRUPT in"
"2178","20.217310","host","1.1.1","USB","27","URB_INTERRUPT in"
"2179","20.225101","1.1.1","host","USB","31","URB_INTERRUPT in"
"2180","20.225209","host","1.1.1","USB","27","URB_INTERRUPT in"
"2181","20.241119","1.1.1","host","USB","31","URB_INTERRUPT in"
"2182","20.241232","host","1.1.1","USB","27","URB_INTERRUPT in"
"2183","20.257123","1.1.1","host","USB","31","URB_INTERRUPT in"
"2184","20.257171","host","1.1.1","USB","27","URB_INTERRUPT in"
"2185","20.265257","1.1.1","host","USB","31","URB_INTERRUPT in"
"2186","20.265303","host","1.1.1","USB","27","URB_INTERRUPT in"
"2187","20.289267","1.1.1","host","USB","31","URB_INTERRUPT in"
"2188","20.289568","host","1.1.1","USB","27","URB_INTERRUPT in"
"2189","20.305140","1.1.1","host","USB","31","URB_INTERRUPT in"
"2190","20.305374","host","1.1.1","USB","27","URB_INTERRUPT in"
"2191","20.321121","1.1.1","host","USB","31","URB_INTERRUPT in"
"2192","20.321385","host","1.1.1","USB","27","URB_INTERRUPT in"
"2193","20.345100","1.1.1","host","USB","31","URB_INTERRUPT in"
"2194","20.345235","host","1.1.1","USB","27","URB_INTERRUPT in"
"2195","20.369199","1.1.1","host","USB","31","URB_INTERRUPT in"
"2196","20.369259","host","1.1.1","USB","27","URB_INTERRUPT in"
"2197","20.377104","1.1.1","host","USB","31","URB_INTERRUPT in"
"2198","20.377169","host","1.1.1","USB","27","URB_INTERRUPT in"
"2199","20.417617","1.1.1","host","USB","31","URB_INTERRUPT in"
"2200","20.417661","host","1.1.1","USB","27","URB_INTERRUPT in"
"2201","20.425165","1.1.1","host","USB","31","URB_INTERRUPT in"
"2202","20.425213","host","1.1.1","USB","27","URB_INTERRUPT in"
"2203","20.449278","1.1.1","host","USB","31","URB_INTERRUPT in"
"2204","20.449335","host","1.1.1","USB","27","URB_INTERRUPT in"
"2205","21.145261","1.1.1","host","USB","31","URB_INTERRUPT in"
"2206","21.145324","host","1.1.1","USB","27","URB_INTERRUPT in"
"2207","21.393094","1.1.1","host","USB","31","URB_INTERRUPT in"
"2208","21.393137","host","1.1.1","USB","27","URB_INTERRUPT in"
"2209","21.417101","1.1.1","host","USB","31","URB_INTERRUPT in"
"2210","21.417190","host","1.1.1","USB","27","URB_INTERRUPT in"
"2211","21.441187","1.1.1","host","USB","31","URB_INTERRUPT in"
"2212","21.441247","host","1.1.1","USB","27","URB_INTERRUPT in"
"2213","21.465262","1.1.1","host","USB","31","URB_INTERRUPT in"
"2214","21.465305","host","1.1.1","USB","27","URB_INTERRUPT in"
"2215","21.505218","1.1.1","host","USB","31","URB_INTERRUPT in"
"2216","21.505391","host","1.1.1","USB","27","URB_INTERRUPT in"
"2217","21.553096","1.1.1","host","USB","31","URB_INTERRUPT in"
"2218","21.553148","host","1.1.1","USB","27","URB_INTERRUPT in"
"2219","21.617271","1.1.1","host","USB","31","URB_INTERRUPT in"
"2220","21.617312","host","1.1.1","USB","27","URB_INTERRUPT in"
"2221","21.649258","1.1.1","host","USB","31","URB_INTERRUPT in"
"2222","21.649306","host","1.1.1","USB","27","URB_INTERRUPT in"
"2223","21.657175","1.1.1","host","USB","31","URB_INTERRUPT in"
"2224","21.657247","host","1.1.1","USB","27","URB_INTERRUPT in"
"2225","21.705198","1.1.1","host","USB","31","URB_INTERRUPT in"
"2226","21.705429","host","1.1.1","USB","27","URB_INTERRUPT in"
"2227","21.729238","1.1.1","host","USB","31","URB_INTERRUPT in"
"2228","21.729277","host","1.1.1","USB","27","URB_INTERRUPT in"
"2229","21.745239","1.1.1","host","USB","31","URB_INTERRUPT in"
"2230","21.745281","host","1.1.1","USB","27","URB_INTERRUPT in"
"2231","21.777123","1.1.1","host","USB","31","URB_INTERRUPT in"
"2232","21.777182","host","1.1.1","USB","27","URB_INTERRUPT in"
"2233","21.785133","1.1.1","host","USB","31","URB_INTERRUPT in"
"2234","21.785200","host","1.1.1","USB","27","URB_INTERRUPT in"
"2235","21.801145","1.1.1","host","USB","31","URB_INTERRUPT in"
"2236","21.801218","host","1.1.1","USB","27","URB_INTERRUPT in"
"2237","21.945245","1.1.1","host","USB","31","URB_INTERRUPT in"
"2238","21.945287","host","1.1.1","USB","27","URB_INTERRUPT in"
"2239","21.961096","1.1.1","host","USB","31","URB_INTERRUPT in"
"2240","21.961149","host","1.1.1","USB","27","URB_INTERRUPT in"
"2241","21.977182","1.1.1","host","USB","31","URB_INTERRUPT in"
"2242","21.977221","host","1.1.1","USB","27","URB_INTERRUPT in"
"2243","21.985108","1.1.1","host","USB","31","URB_INTERRUPT in"
"2244","21.985183","host","1.1.1","USB","27","URB_INTERRUPT in"
"2245","22.017264","1.1.1","host","USB","31","URB_INTERRUPT in"
"2246","22.017307","host","1.1.1","USB","27","URB_INTERRUPT in"
"2247","22.041180","1.1.1","host","USB","31","URB_INTERRUPT in"
"2248","22.041233","host","1.1.1","USB","27","URB_INTERRUPT in"
"2249","22.201085","1.1.1","host","USB","31","URB_INTERRUPT in"
"2250","22.201157","host","1.1.1","USB","27","URB_INTERRUPT in"
"2251","22.257167","1.1.1","host","USB","31","URB_INTERRUPT in"
"2252","22.257221","host","1.1.1","USB","27","URB_INTERRUPT in"
"2253","22.289207","1.1.1","host","USB","31","URB_INTERRUPT in"
"2254","22.289451","host","1.1.1","USB","27","URB_INTERRUPT in"
"2255","22.305191","1.1.1","host","USB","31","URB_INTERRUPT in"
"2256","22.305301","host","1.1.1","USB","27","URB_INTERRUPT in"
"2257","22.321197","1.1.1","host","USB","31","URB_INTERRUPT in"
"2258","22.321371","host","1.1.1","USB","27","URB_INTERRUPT in"
"2259","22.337111","1.1.1","host","USB","31","URB_INTERRUPT in"
"2260","22.337413","host","1.1.1","USB","27","URB_INTERRUPT in"
"2261","22.353110","1.1.1","host","USB","31","URB_INTERRUPT in"
"2262","22.353191","host","1.1.1","USB","27","URB_INTERRUPT in"
"2263","22.361168","1.1.1","host","USB","31","URB_INTERRUPT in"
"2264","22.361263","host","1.1.1","USB","27","URB_INTERRUPT in"
"2265","22.369091","1.1.1","host","USB","31","URB_INTERRUPT in"
"2266","22.369146","host","1.1.1","USB","27","URB_INTERRUPT in"
"2267","22.385109","1.1.1","host","USB","31","URB_INTERRUPT in"
"2268","22.385194","host","1.1.1","USB","27","URB_INTERRUPT in"
"2269","22.393155","1.1.1","host","USB","31","URB_INTERRUPT in"
